area_type,location,total_sqft,bath,balcony,price,ready_to_move,bhk
Plot  Area,Other,1277.0,2,2,150.0,1,2.0
Super built-up  Area,Other,1432.0,3,2,79.0,0,3.0
Super built-up  Area,Other,1500.0,3,3,90.0,1,3.0
Super built-up  Area,Other,3500.0,3,3,425.0,1,4.0
Built-up  Area,Other,3100.0,5,0,425.0,1,4.0
Super built-up  Area,Other,1100.0,2,2,45.0,1,3.0
Super built-up  Area,Other,1260.0,2,1,55.0,1,2.0
Plot  Area,Other,600.0,1,0,24.0,1,1.0
Super built-up  Area,Other,1770.0,3,2,99.0,1,3.0
Super built-up  Area,Other,1800.0,3,1,130.0,1,3.0
Super built-up  Area,Other,1375.0,2,1,45.0,1,2.0
Super built-up  Area,Other,4750.0,6,1,948.0,0,4.0
Super built-up  Area,Other,1570.0,2,2,95.0,1,3.0
Super built-up  Area,Other,2777.29,5,2,649.0,0,3.0
Super built-up  Area,Other,2250.0,3,0,180.0,1,3.0
Built-up  Area,Other,1270.0,2,0,172.0,1,2.0
Super built-up  Area,Other,1145.0,2,2,44.0,1,2.0
Built-up  Area,Other,2700.0,5,2,150.0,1,5.0
Built-up  Area,Other,3210.0,2,0,353.0,0,5.0
Super built-up  Area,Other,1165.0,2,2,45.0,0,2.0
Super built-up  Area,Other,1340.0,2,2,47.0,1,3.0
Super built-up  Area,Other,1210.0,2,1,60.0,1,2.0
Super built-up  Area,Other,1684.0,3,2,86.0,1,3.0
Super built-up  Area,Other,1686.0,3,3,77.0,1,3.0
Super built-up  Area,Other,1654.0,3,3,82.0,1,3.0
Super built-up  Area,Other,1950.0,3,3,132.0,1,3.0
Plot  Area,Other,1200.0,2,2,130.0,1,3.0
Super built-up  Area,Other,1600.0,3,2,102.0,1,3.0
Built-up  Area,Other,3290.0,4,0,460.0,1,3.0
Super built-up  Area,Other,1088.0,2,2,46.0,0,2.0
Super built-up  Area,Other,1200.0,2,2,45.0,1,2.0
Built-up  Area,Other,1800.0,6,2,101.0,1,6.0
Carpet  Area,Other,1100.0,2,0,65.0,1,2.0
Super built-up  Area,Other,1035.0,2,2,55.0,0,2.0
Super built-up  Area,Other,600.0,3,2,72.0,1,2.0
Super built-up  Area,Other,1200.0,3,3,75.0,1,3.0
Super built-up  Area,Other,450.0,1,1,20.0,1,1.0
Super built-up  Area,Other,4000.0,5,0,680.0,1,5.0
Super built-up  Area,Other,1495.0,2,2,52.33,1,3.0
Super built-up  Area,Other,1719.0,3,3,95.0,1,3.0
Super built-up  Area,Other,1190.0,2,1,55.0,1,2.0
Super built-up  Area,Other,1162.0,2,1,48.0,1,2.0
Super built-up  Area,Other,540.0,1,1,22.5,1,1.0
Built-up  Area,Other,970.0,2,0,45.0,1,2.0
Super built-up  Area,Other,1084.0,2,1,51.0,1,2.0
Super built-up  Area,Other,1500.0,3,2,85.0,1,3.0
Super built-up  Area,Other,1360.0,2,2,73.0,1,3.0
Built-up  Area,Other,1182.0,2,1,64.0,1,2.0
Plot  Area,Other,1350.0,1,0,120.0,1,3.0
Super built-up  Area,Other,1500.0,3,1,90.0,1,3.0
Super built-up  Area,Other,2292.0,2,1,285.0,1,3.0
Plot  Area,Other,1750.0,4,2,263.0,1,4.0
Super built-up  Area,Other,1945.0,3,2,135.0,1,3.0
Super built-up  Area,Other,2710.0,5,3,142.0,0,4.0
Super built-up  Area,Other,1075.0,2,2,58.0,1,2.0
Built-up  Area,Other,1410.0,3,3,68.0,1,3.0
Super built-up  Area,Other,1786.0,3,2,79.99,1,3.0
Super built-up  Area,Other,1369.0,2,3,72.0,1,3.0
Super built-up  Area,Other,1418.0,2,1,62.0,1,2.0
Super built-up  Area,Other,1035.0,2,2,60.0,1,2.0
Super built-up  Area,Other,5665.84,7,0,988.0,1,5.0
Super built-up  Area,Other,1232.0,2,1,94.28,0,2.0
Super built-up  Area,Other,980.0,2,1,41.0,1,2.0
Super built-up  Area,Other,6652.0,6,1,660.0,1,4.0
Super built-up  Area,Other,1307.0,2,2,59.0,1,2.0
Super built-up  Area,Other,1215.0,2,2,49.86,0,3.0
Super built-up  Area,Other,1025.0,2,2,43.04,1,2.0
Built-up  Area,Other,2920.0,4,3,536.0,0,4.0
Built-up  Area,Other,2700.0,3,2,230.0,1,4.0
Super built-up  Area,Other,1125.0,2,2,46.0,1,2.0
Plot  Area,Other,6688.0,6,1,700.0,1,4.0
Super built-up  Area,Other,1830.0,3,2,95.0,1,3.0
Built-up  Area,Other,2872.0,4,3,183.0,1,4.0
Super built-up  Area,Other,1486.0,2,2,65.0,1,3.0
Built-up  Area,Other,4600.0,9,0,150.0,1,9.0
Super built-up  Area,Other,1100.0,2,2,64.08,0,2.0
Super built-up  Area,Other,1975.0,3,3,90.0,1,3.0
Built-up  Area,Other,1600.0,2,1,90.0,1,2.0
Super built-up  Area,Other,1100.0,2,2,32.0,0,2.0
Super built-up  Area,Other,530.0,1,1,18.0,1,1.0
Built-up  Area,Other,1010.0,2,1,41.0,1,2.0
Plot  Area,Other,1800.0,5,1,140.0,1,6.0
Super built-up  Area,Other,1012.0,2,1,62.0,1,2.0
Super built-up  Area,Other,1090.0,2,2,55.0,1,2.0
Built-up  Area,Other,1490.0,3,0,140.0,1,3.0
Super built-up  Area,Other,1330.0,2,1,56.0,1,2.0
Built-up  Area,Other,1650.0,1,1,130.0,1,2.0
Super built-up  Area,Other,1480.0,2,0,75.0,1,3.0
Super built-up  Area,Other,1500.0,2,3,78.0,1,3.0
Super built-up  Area,Other,745.0,2,1,36.0,1,2.0
Super built-up  Area,Other,1155.0,2,1,64.0,1,2.0
Super built-up  Area,Other,1508.0,3,1,77.0,1,3.0
Built-up  Area,Other,1903.0,2,1,293.0,1,3.0
Carpet  Area,Other,1200.0,2,3,70.0,0,2.0
Super built-up  Area,Other,1800.0,1,1,200.0,1,1.0
Plot  Area,Other,2000.0,2,2,360.0,1,3.0
Built-up  Area,Other,1140.0,1,1,185.0,1,2.0
Super built-up  Area,Other,1095.0,2,1,57.0,1,2.0
Built-up  Area,Other,1256.0,2,1,65.0,1,2.0
Plot  Area,Other,812.0,1,0,26.0,0,1.0
Super built-up  Area,Other,1440.0,2,2,63.93,0,3.0
Super built-up  Area,Other,1075.0,2,2,48.0,1,2.0
Super built-up  Area,Other,3600.0,5,0,400.0,1,4.0
Built-up  Area,Padmanabhanagar,1020.0,2,2,63.0,1,2.0
Built-up  Area,Padmanabhanagar,1176.0,2,0,62.0,1,2.0
Super built-up  Area,Padmanabhanagar,1258.0,2,2,115.0,1,2.0
Super built-up  Area,Padmanabhanagar,1708.0,2,1,90.5,0,3.0
Super built-up  Area,Padmanabhanagar,1100.0,2,2,65.0,1,2.0
Built-up  Area,Padmanabhanagar,3400.0,3,1,210.0,1,4.0
Super built-up  Area,Padmanabhanagar,1531.0,2,0,75.0,1,3.0
Super built-up  Area,Padmanabhanagar,1400.0,3,0,65.0,1,3.0
Super built-up  Area,Padmanabhanagar,1360.0,2,3,75.0,1,3.0
Built-up  Area,Padmanabhanagar,4500.0,4,2,360.0,1,3.0
Super built-up  Area,Padmanabhanagar,1200.0,2,1,60.0,1,2.0
Super built-up  Area,Padmanabhanagar,1710.0,2,2,90.63,0,3.0
Super built-up  Area,Padmanabhanagar,1000.0,1,0,90.0,1,2.0
Super built-up  Area,Padmanabhanagar,1067.0,2,2,52.0,1,2.0
Super built-up  Area,Padmanabhanagar,1250.0,2,2,70.0,1,3.0
Super built-up  Area,Padmanabhanagar,1350.0,3,1,71.55,0,3.0
Super built-up  Area,Padmanabhanagar,1360.0,3,1,75.0,1,3.0
Super built-up  Area,Padmanabhanagar,1100.0,2,1,60.0,1,2.0
Super built-up  Area,Padmanabhanagar,2051.0,3,1,180.0,0,3.0
Super built-up  Area,Padmanabhanagar,2051.0,3,2,170.0,0,3.0
Super built-up  Area,Pai Layout,1006.0,2,2,35.0,1,2.0
Super built-up  Area,Pai Layout,1550.0,2,2,90.0,1,3.0
Super built-up  Area,Pai Layout,1050.0,2,2,40.0,1,2.0
Super built-up  Area,Pai Layout,1400.0,2,3,67.0,1,3.0
Built-up  Area,Pai Layout,1100.0,2,2,50.0,1,2.0
Super built-up  Area,Pai Layout,1255.0,2,1,80.0,1,2.0
Super built-up  Area,Pai Layout,1075.0,2,2,35.0,1,2.0
Super built-up  Area,Pai Layout,1400.0,2,2,57.5,1,2.0
Super built-up  Area,Pai Layout,1175.0,2,2,60.0,1,2.0
Super built-up  Area,Pai Layout,810.0,2,2,34.5,1,2.0
Built-up  Area,Pai Layout,1000.0,2,2,34.0,1,2.0
Super built-up  Area,Pai Layout,1000.0,2,3,42.0,1,2.0
Built-up  Area,Pai Layout,3800.0,6,0,175.0,1,6.0
Built-up  Area,Pai Layout,1068.0,2,3,48.0,1,2.0
Super built-up  Area,Pai Layout,1510.0,2,2,65.0,1,3.0
Super built-up  Area,Pai Layout,1500.0,2,2,58.0,1,3.0
Super built-up  Area,Pai Layout,1600.0,2,1,65.0,1,3.0
Super built-up  Area,Panathur,1359.0,2,1,87.0,1,2.0
Super built-up  Area,Panathur,1438.0,2,3,100.0,1,2.0
Super built-up  Area,Panathur,1688.0,3,1,118.0,0,3.0
Super built-up  Area,Panathur,1695.0,3,1,90.0,1,3.0
Super built-up  Area,Panathur,1198.0,2,1,77.0,0,2.0
Super built-up  Area,Panathur,1180.0,2,1,70.0,1,2.0
Super built-up  Area,Panathur,1546.0,3,2,99.0,1,3.0
Super built-up  Area,Panathur,1370.0,2,2,75.0,1,3.0
Super built-up  Area,Panathur,1000.0,2,1,65.3,0,2.0
Super built-up  Area,Panathur,1109.0,2,1,63.0,1,2.0
Built-up  Area,Panathur,1000.0,2,1,68.0,1,2.0
Super built-up  Area,Panathur,1255.0,2,2,79.0,1,2.0
Super built-up  Area,Panathur,1205.0,2,2,62.9,0,2.0
Super built-up  Area,Panathur,1198.0,2,1,82.0,1,2.0
Super built-up  Area,Panathur,1235.0,2,3,65.0,1,2.0
Super built-up  Area,Panathur,1210.0,2,1,80.0,0,2.0
Super built-up  Area,Panathur,1210.0,2,1,77.0,0,2.0
Built-up  Area,Panathur,661.0,1,1,40.0,0,1.0
Super built-up  Area,Panathur,1210.0,2,1,78.0,0,2.0
Super built-up  Area,Panathur,1861.0,3,3,92.0,1,3.0
Built-up  Area,Panathur,1050.0,2,2,60.0,1,2.0
Super built-up  Area,Panathur,1398.0,2,1,97.0,0,2.0
Built-up  Area,Panathur,1065.0,2,1,58.0,1,2.0
Super built-up  Area,Panathur,1007.0,2,1,64.0,0,2.0
Super built-up  Area,Panathur,1210.0,2,1,77.93,0,2.0
Super built-up  Area,Panathur,1230.0,2,1,80.0,1,2.0
Super built-up  Area,Panathur,980.0,2,1,57.0,1,2.0
Super built-up  Area,Panathur,1075.0,2,2,60.0,1,2.0
Super built-up  Area,Panathur,1210.0,2,2,69.0,1,2.0
Super built-up  Area,Panathur,1343.0,2,1,76.0,0,2.0
Super built-up  Area,Parappana Agrahara,1194.0,2,2,47.0,1,2.0
Super built-up  Area,Parappana Agrahara,1194.0,2,2,46.0,1,2.0
Super built-up  Area,Parappana Agrahara,1092.0,2,2,43.0,1,2.0
Super built-up  Area,Parappana Agrahara,1194.0,2,2,45.0,1,2.0
Plot  Area,Parappana Agrahara,1200.0,1,0,45.0,1,1.0
Super built-up  Area,Pattandur Agrahara,1550.0,2,3,80.0,1,3.0
Super built-up  Area,Pattandur Agrahara,1025.0,2,1,44.5,1,2.0
Super built-up  Area,Pattandur Agrahara,1247.0,2,1,59.8,1,2.0
Super built-up  Area,Pattandur Agrahara,900.0,2,2,42.0,1,2.0
Super built-up  Area,Pattandur Agrahara,1302.0,2,1,66.0,1,2.0
Super built-up  Area,Pattandur Agrahara,1247.0,2,2,62.35,1,2.0
Super built-up  Area,Pattandur Agrahara,1350.0,2,3,68.0,1,2.0
Super built-up  Area,Poorna Pragna Layout,920.0,2,2,39.55,1,2.0
Super built-up  Area,Poorna Pragna Layout,1475.0,2,2,58.99,1,3.0
Super built-up  Area,Poorna Pragna Layout,1270.0,2,2,50.79,1,3.0
Super built-up  Area,Poorna Pragna Layout,1160.0,2,1,46.39,1,2.0
Built-up  Area,Poorna Pragna Layout,965.0,2,2,48.0,1,2.0
Super built-up  Area,Poorna Pragna Layout,1355.0,2,3,58.25,1,3.0
Super built-up  Area,Poorna Pragna Layout,1355.0,2,3,58.27,1,3.0
Super built-up  Area,Poorna Pragna Layout,1270.0,2,1,50.79,1,3.0
Super built-up  Area,Poorna Pragna Layout,1160.0,2,2,46.39,1,2.0
Super built-up  Area,Poorna Pragna Layout,1270.0,2,3,50.79,1,3.0
Built-up  Area,Poorna Pragna Layout,960.0,2,3,50.0,1,2.0
Plot  Area,Prithvi Layout,2028.0,4,3,162.0,1,4.0
Super built-up  Area,Prithvi Layout,1352.0,2,2,87.5,1,2.0
Built-up  Area,Prithvi Layout,1190.0,2,2,68.0,1,2.0
Super built-up  Area,Prithvi Layout,1352.0,2,2,85.0,1,2.0
Super built-up  Area,Prithvi Layout,1352.0,2,2,75.0,1,2.0
Plot  Area,Prithvi Layout,2273.0,4,3,220.0,1,3.0
Super built-up  Area,Prithvi Layout,1352.0,3,1,93.0,1,2.0
Built-up  Area,Prithvi Layout,2273.0,4,2,192.0,1,3.0
Super built-up  Area,Prithvi Layout,1352.0,2,2,72.0,1,2.0
Super built-up  Area,Prithvi Layout,2100.0,3,3,125.0,1,3.0
Built-up  Area,R.T. Nagar,1500.0,4,1,70.0,1,4.0
Plot  Area,R.T. Nagar,1200.0,2,1,120.0,1,2.0
Super built-up  Area,R.T. Nagar,1560.0,3,2,85.0,1,3.0
Super built-up  Area,R.T. Nagar,1040.0,2,2,46.0,1,2.0
Super built-up  Area,R.T. Nagar,1235.0,2,2,65.0,1,2.0
Plot  Area,R.T. Nagar,1140.0,3,1,130.0,1,3.0
Super built-up  Area,R.T. Nagar,970.0,2,1,55.0,1,2.0
Built-up  Area,R.T. Nagar,1560.0,3,3,125.0,1,3.0
Built-up  Area,R.T. Nagar,1200.0,2,2,60.0,1,2.0
Built-up  Area,R.T. Nagar,1680.0,3,2,72.0,1,3.0
Super built-up  Area,R.T. Nagar,1400.0,2,3,78.0,1,3.0
Plot  Area,R.T. Nagar,1200.0,3,0,140.0,1,3.0
Built-up  Area,R.T. Nagar,1100.0,3,0,125.0,1,2.0
Super built-up  Area,R.T. Nagar,1150.0,2,2,72.0,1,2.0
Plot  Area,R.T. Nagar,1500.0,4,3,185.0,1,4.0
Built-up  Area,R.T. Nagar,3600.0,8,2,165.0,1,9.0
Super built-up  Area,R.T. Nagar,1080.0,2,1,48.0,1,2.0
Built-up  Area,R.T. Nagar,1800.0,3,0,120.0,1,4.0
Plot  Area,R.T. Nagar,1300.0,3,0,145.0,1,3.0
Super built-up  Area,R.T. Nagar,1500.0,2,1,70.0,1,3.0
Super built-up  Area,R.T. Nagar,1100.0,2,2,85.0,1,2.0
Super built-up  Area,R.T. Nagar,1667.0,3,0,130.0,1,3.0
Super built-up  Area,Rachenahalli,1050.0,2,2,52.07,1,2.0
Super built-up  Area,Rachenahalli,1530.0,2,2,74.5,1,3.0
Super built-up  Area,Rachenahalli,1050.0,2,2,55.5,1,2.0
Super built-up  Area,Rachenahalli,1530.0,2,2,74.4,1,3.0
Super built-up  Area,Rachenahalli,1050.0,2,2,53.5,1,2.0
Super built-up  Area,Rachenahalli,1530.0,2,2,74.39,1,3.0
Super built-up  Area,Rachenahalli,1220.0,2,2,59.5,1,2.0
Super built-up  Area,Rachenahalli,1050.0,2,2,52.5,1,2.0
Super built-up  Area,Rachenahalli,1550.0,3,3,73.5,1,3.0
Super built-up  Area,Rachenahalli,1050.0,2,2,52.1,1,2.0
Super built-up  Area,Rachenahalli,1113.0,2,1,55.0,1,2.0
Super built-up  Area,Rachenahalli,3657.0,5,0,220.0,1,4.0
Super built-up  Area,Rachenahalli,1550.0,3,2,74.5,1,3.0
Super built-up  Area,Rachenahalli,680.0,1,0,32.64,0,1.0
Super built-up  Area,Rachenahalli,412.5,1,0,19.8,0,1.0
Super built-up  Area,Rachenahalli,1550.0,3,2,72.5,1,3.0
Super built-up  Area,Rachenahalli,690.0,1,1,39.8,0,1.0
Super built-up  Area,Rachenahalli,1200.0,2,2,50.0,1,2.0
Super built-up  Area,Rachenahalli,1050.0,2,2,47.25,1,2.0
Super built-up  Area,Rachenahalli,1100.0,2,1,68.0,1,2.0
Super built-up  Area,Rachenahalli,985.0,2,1,49.97,0,2.0
Super built-up  Area,Rachenahalli,1050.0,2,2,52.08,1,2.0
Super built-up  Area,Rachenahalli,1550.0,3,3,72.5,1,3.0
Super built-up  Area,Rachenahalli,2710.0,3,2,170.0,1,3.0
Super built-up  Area,Rachenahalli,1856.0,3,3,106.0,1,3.0
Super built-up  Area,Rachenahalli,985.0,2,1,50.17,0,2.0
Built-up  Area,Rachenahalli,2600.0,3,2,160.0,1,3.0
Built-up  Area,Rachenahalli,1756.0,3,2,110.0,1,3.0
Super built-up  Area,Rachenahalli,1550.0,3,2,68.5,1,3.0
Super built-up  Area,Rachenahalli,1550.0,2,2,73.5,1,3.0
Super built-up  Area,Rachenahalli,1050.0,2,2,52.71,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1540.0,3,3,60.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1693.0,3,3,57.39,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2,2,43.9,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1145.0,2,2,45.79,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2,2,48.1,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2,1,55.47,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2,1,49.07,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2,1,42.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2,1,67.39,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1141.0,2,2,38.55,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2,1,49.39,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2,2,55.79,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,600.0,1,1,22.0,1,1.0
Super built-up  Area,Raja Rajeshwari Nagar,1278.0,2,1,53.76,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,500.0,1,1,25.0,1,1.0
Super built-up  Area,Raja Rajeshwari Nagar,1143.0,2,2,38.65,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1610.0,3,2,74.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1105.0,2,1,65.0,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1258.0,2,1,63.53,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2,2,38.24,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1157.0,2,1,53.8,0,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2,2,47.39,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3,2,57.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3,3,61.2,1,3.0
Built-up  Area,Raja Rajeshwari Nagar,1030.0,2,1,50.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1144.0,2,2,38.55,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2,2,51.51,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1570.0,3,2,88.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1168.0,2,1,61.0,0,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1306.0,2,1,55.91,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1608.0,3,1,67.98,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3,3,51.87,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1575.0,2,2,78.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1200.0,2,1,35.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2,2,39.02,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1570.0,2,2,65.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1580.0,3,3,53.56,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2,2,51.15,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2,2,48.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1560.0,2,2,62.4,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2,2,70.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,648.0,1,1,31.75,0,1.0
Super built-up  Area,Raja Rajeshwari Nagar,1100.0,2,1,55.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2,2,38.55,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2,2,43.59,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3,3,51.77,1,3.0
Built-up  Area,Raja Rajeshwari Nagar,1023.0,2,2,42.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1070.0,2,1,50.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1510.0,2,3,59.0,1,3.0
Plot  Area,Raja Rajeshwari Nagar,4800.0,8,0,225.0,1,8.0
Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2,1,48.79,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1267.0,2,2,42.85,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,550.0,1,0,21.0,1,1.0
Super built-up  Area,Raja Rajeshwari Nagar,1120.0,2,2,37.95,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1608.0,2,2,85.0,0,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1210.0,2,2,45.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1240.0,2,1,53.27,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1395.0,2,2,72.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1165.0,2,1,45.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1288.0,2,1,70.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1120.0,2,2,37.97,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2,2,38.65,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1095.0,2,1,38.33,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1420.0,2,2,60.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2,2,44.17,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2,1,40.17,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2,1,49.27,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1430.0,2,1,50.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1095.0,2,2,38.33,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1235.0,2,1,75.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1280.0,3,2,57.6,0,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2,1,55.79,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1162.0,2,0,65.0,0,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2,2,38.41,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2,1,49.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1267.0,2,1,54.35,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1550.0,3,3,52.45,1,3.0
Built-up  Area,Raja Rajeshwari Nagar,1100.0,2,1,50.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2,2,40.17,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1751.0,3,3,72.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1306.0,2,2,44.17,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2,2,40.44,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1178.0,2,1,75.0,0,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2,2,40.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2,2,39.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1375.0,2,1,54.99,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1525.0,2,2,99.13,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1060.0,2,1,48.0,1,2.0
Plot  Area,Raja Rajeshwari Nagar,3900.0,6,0,195.0,1,6.0
Super built-up  Area,Raja Rajeshwari Nagar,1400.0,2,2,48.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1170.0,2,3,50.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1625.0,2,2,54.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2,1,51.15,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1255.0,2,1,53.87,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2,1,60.42,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1693.0,3,1,71.38,1,3.0
Built-up  Area,Raja Rajeshwari Nagar,3600.0,9,3,240.0,1,9.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2,2,40.54,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1630.0,3,2,60.65,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1531.0,3,3,51.77,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1160.0,2,1,70.0,0,2.0
Built-up  Area,Raja Rajeshwari Nagar,1133.0,2,1,38.37,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2,1,48.7,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1140.0,2,2,38.65,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2,2,55.47,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2,2,40.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1510.0,2,2,55.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1550.0,3,1,86.8,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1400.0,2,2,45.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1110.0,2,1,52.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1580.0,3,1,83.74,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1608.0,3,3,54.51,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1640.0,3,1,86.8,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1500.0,3,3,51.04,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1279.0,2,1,53.76,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1240.0,2,2,40.54,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2,1,57.0,1,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1240.0,2,2,42.04,1,2.0
Built-up  Area,Raja Rajeshwari Nagar,1757.0,3,3,98.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3,2,64.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1587.0,3,1,73.8,0,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1529.0,3,3,51.77,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1450.0,2,1,67.0,1,3.0
Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2,2,57.0,1,2.0
